user_id,user_group,item000,item001,item002,item003,item004,item005,item006,item007,item008,item009,item010,item011
0.0,0.0,9.082410647726384,7.3759312365865615,5.187972567219491,6.771209412422014,6.346742601697488,5.150384611381512,4.1088217355068455,3.0699940907535135,5.249527473252735,3.653323926566288,0.6134680849874128,0.0
1.0,2.0,0.7544802643601205,1.9559488638008835,1.981654159571136,3.512689827429413,3.530220184908094,5.668899319120919,3.45971297949506,2.988814152982733,3.130107654461408,1.4315577590151545,2.528127493546026,0.0
2.0,1.0,-6.332709699518373,-3.5500320987341407,-3.788253281811788,-4.536740141097489,-2.199902196020293,-0.3091041318180361,-1.1304881348621487,-0.28762381275944837,1.3499844174824067,-0.1293478085740396,1.9451769070833096,0.0
3.0,2.0,-0.8722987081085929,-0.9021189056846339,0.5050026998304462,2.5893067698373247,1.7045931515171462,5.278794924012905,3.0103905108204447,3.603366901795033,1.630351376328945,1.3561454704807137,1.261994363360368,0.0
4.0,2.0,1.1684931763000401,-1.0235458300396028,2.6442658804837738,4.1289597616658025,3.2910300596526065,4.133794700450331,3.1798316930123587,3.35094914514964,5.047567050369512,2.3355190220414173,0.9644038651540714,0.0
5.0,0.0,7.4854041691012725,7.424000231887382,4.917706869226906,4.1659869614021225,5.472811540212351,3.0057691266418165,1.950063680027183,2.0137055058416142,3.5151014667887166,0.21764486370768044,-0.5831372721662915,0.0
6.0,0.0,6.461802015261597,7.526009014272212,5.233454049018421,3.652495654696781,4.290975784420778,2.6689808218783506,1.7494940601372027,0.5573722206084382,0.7795770900082484,-0.26224300118299926,-0.9050505590423272,0.0
7.0,2.0,1.1096394738997364,-0.9761267034974737,2.8515806249476734,3.613575566589028,3.388376677822653,2.870460475300675,2.0226164027082865,2.4785596843342343,3.320271467104897,2.7252420737259397,3.235297381388664,0.0
8.0,2.0,1.2066123568906602,3.581646266777211,1.8600485689100847,2.549120401468452,2.1205030598270422,4.089861597036914,3.0247528455970154,3.4682693616157874,2.7539506040829482,1.9779470671356902,0.7947980196707761,0.0
9.0,2.0,-1.3277499478312882,-1.7801114278785386,-2.6739122661858272,-0.5766891984215836,0.0033798269311207108,1.0782063010142013,-0.08484097902692112,-1.0579049144168517,-0.29227045978885524,-1.0909336176513427,-0.5595477948342951,0.0
10.0,1.0,-3.1798542735572104,-4.4297509344305,-5.3422464319443,-2.344577930277913,-0.9473724386722311,-2.61104062198241,-1.3654050188695863,-2.567307993296884,-3.073317265760635,0.292552329358128,-0.0004128395011413488,0.0
11.0,2.0,0.0016850846650855456,0.7185998074505511,1.402059067654272,1.7143400917464713,2.1408904989183957,3.4191564570074684,1.961877681322835,1.347584578124331,0.8242747503434384,0.42056988174554855,-1.2315103736314759,0.0
12.0,2.0,3.9810712505194554,-0.4970425470645562,0.8718508286743215,1.9514126583226505,3.3299857392135874,1.47712040030869,5.099791165665551,1.2456657872340955,2.850083998934205,0.7770670880610987,0.2665500500235479,0.0
